,Index,Captions
531,531,"Healthy eating and exercising backgrounds: Fresh healthy salad, dumbbells and tape measure with copy space Healthy eating and exercising backgrounds: Top view of a fresh organic salad plate, dumbbells, towel, water bottle, tape measure, almonds and an apple placed at the left of an horizontal frame leaving useful copy space for text and/or logo at the right. A bowl with chia seeds is included in the composition. Predominant color is green. High key DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM."
532,532,Pumpkin salad Pumpkin salad
533,533,Nutrigenetics concept DNA strand made with healthy fresh vegetables and fruits Nutrigenetics concept DNA strand made with healthy fresh vegetables and fruits
534,534,"Brushetta set and glass of red wine. Small sandwiches with Brushetta set for wine. Variety of small sandwiches with prosciutto, tomatoes, parmesan cheese, fresh basil and balsamic creme served with glass of red wine on rustic wooden board over dark background, top view"
535,535,Unrecognizable woman shops for produce in supermarket Young woman carries a shopping basket filled with fresh produce. She is shopping for fresh fruit and vegetables in a grocery store.
536,536,"close up of pregnant woman eating salad at home pregnancy, healthy food and people concept - close up of happy pregnant woman eating vegetable salad for breakfast in bed at home"
537,537,Nutritionist meeting a patient in the office Professional nutritionist meeting a patient in the office and healthy fruits with tape measure on the foreground: healthy eating and diet concept
538,538,Food quality control concept Food quality control expert inspecting specimens of groceries in the laboratory
539,539,"Fresh raw ingredients for healthy cooking or salad making with Fresh raw vegetable ingredients for healthy cooking or salad making with rustic wooden tray in center, top view, copy space. Diet or vegetarian food concept, horizontal composition"
540,540,Brunch Choice Crowd Dining Food Options Eating Concept Brunch Choice Crowd Dining Food Options Eating Concept
541,541,Gourmet chef cooking in a commercial kitchen Gourmet chef in uniform cooking in a commercial kitchen. Happy male cook wearing apron standing by kitchen counter preparing food.
542,542,Sliced medium rare grilled beef ribeye steak Sliced medium rare grilled beef ribeye steak on cutting board on dark background
543,543,"Baby eating vegetables in kitchen. Healthy food. Cute baby eating vegetables in white kitchen. Infant weaning. Little boy trying solid food, organic broccoli, cauliflower, carrot and green peas. Healthy nutrition for kids. Child biting carrot."
544,544,"Red wine Unrecognizable person, holding a bottle of red wine, is pouring some red wine in a wine glass."
545,545,"Cooking lunch for the child to school. On the gray kitchen table. Sandwich, strawberries and peanuts in lunchboxes. Top view. Woman holding an apple Cooking lunch for the child to school. On the gray kitchen table. Sandwich, strawberries and peanuts in lunchboxes. Top view. Woman holding an apple"
546,546,"Keto, ketogenic diet, low carb, high good fat ,  healthy food Keto, ketogenic diet, low carb, high good fat ,  healthy food"
547,547,"Family eating a healthy vegetarian food. Vegan lunch table top view, plant based diet. Baked vegetables, fresh salad, berries, bread on a white background. Flat lay of family hands eating healthy food. Vegan lunch table top view. Baked vegetables, fresh salad, berries, bread on a white background."
548,548,Quinoa salad with beet root and spinach. Quinoa salad with beet root and spinach.
549,549,Healthy nutrition expert making weekly meal plan for client Food coaching. Professional dietitian explaining meal plan to patient at consultation
550,550,"Hand holding smartphone taking photo of beautiful food, mix fresh green salad Food blogger using smartphone taking photo of beautiful mix fresh green salad on wood table to share on social media"
551,551,assorted food ingredient assorted food ingredient
552,552,health food concept health food concept
553,553,"Buddha bowl dish with chicken fillet, brown rice, pepper, tomato, broccoli, onion, chickpea, fresh lettuce salad, cashew and walnuts. Healthy balanced eating. Top view. White background Buddha bowl dish with chicken fillet, brown rice, pepper, tomato, broccoli, onion, chickpea, fresh lettuce salad, cashew and walnuts. Healthy balanced eating. Top view. White background"
554,554,Close-up of the hands of a male chef on a black background. Pour sauce from the spoon on the salad dish. Close-up of the hands of a male chef on a black background. Pour sauce from the spoon on the salad dish. Food decoration.
555,555,A man cooks cooking deep fryers in a kitchen fire. A man cooks cooking deep fryers in a kitchen fire. He gently fry the vegetables while cooking the dish.
556,556,"Balanced diet Organic Healthy food Clean eating selection Including Certain Protein Prevents Cancer Balanced diet Organic Healthy food Clean eating selection Including Certain Protein Prevents Cancer: fish, meat, fruit, vegetable, cereal, leaf vegetable"
557,557,"Healthy Meal Table with Healthy Meal with salad, cheese, avocado, white meat and lemonade"
558,558,Group of people at a cooking class and chef teaching them how to saut̩ vegetables on a wok Group of people at a cooking class and chef teaching them how to saut̩ vegetables on a wok all paying attention and smiling
559,559,Caprese. Caprese salad. Italian salad. Mediterranean salad. Italian cuisine. Caprese. Caprese salad. Italian salad. Mediterranean salad. Italian cuisine. Mediterranean cuisine. Tomato mozzarella basil leaves black olives and olive oil on wooden table. Recipe - Ingredients
560,560,Culinary Kitchen Cooking facility for chef students
561,561,Various herbs and spices Various herbs and spices on black stone plate 
562,562,Generous people helping to poor people Small mixed race group of people working in charitable foundation
563,563,"Fruits and Vegetables in a cotton mesh reusable bag, Zero Waste Shopping concept Fruits and Vegetables in a cotton mesh reusable bag, Zero Waste Shopping concept at public outdoors market."
564,564,Worried cute woman holding bowl with measuring tapes at home. Worried cute woman holding bowl with measuring tapes at home.
565,565,Sporty young woman with healthy food. Sporty young woman is preparing healthy food on light kitchen. Green healthy food concept.
566,566,"Collage of restaurant dishes on colorful background Set of various restaurant meals on colorful background. Collage of different main courses, meat and fish dishes with garnish, salads and desserts, business lunch concept, top view"
567,567,"nutritional information concept. hand use the magnifying glass to zoom in to see the details of the nutrition facts from food , salad bowl nutritional information concept. hand use the magnifying glass to zoom in to see the details of the nutrition facts from food , salad bowl"
568,568,"Close up of fresh flame grilled burgers displayed in a row at food market Close up image of a selection of freshly flame grilled burgers in a row on a wooden counter at Borough Market, one of the oldest and most famous food markets in the world. Each of the burgers has its own label, on which is written the contents of the burger. The burgers are sandwiched between glazed buns, and presented on beds of fresh green lettuce and stuffed with melted cheese and red onion. Horizontal colour image with copy space."
569,569,"Dad with daughter at home I love you, dad! Handsome young man at home with his little cute girl are having breakfast. Happy Father's Day!"
570,570,Woman Throwing Vegetables In Trash Bin Close-up Of A Woman's Hand Throwing Vegetables In Trash Bin
571,571,"diet food concept, breakfast diet food concept, breakfast"
572,572,"Background healthy food. Fresh fruits, vegetables, fish, berries and cereals. Healthy food, diet and healthy life concept. Top view Background healthy food. Fresh fruits, vegetables, fish, berries and cereals. Healthy food, diet and healthy life concept. Top view. Long web format"
573,573,Pregnant woman healthy diet Pregnant woman healthy eating vegetables and fruit
574,574,"Five best vitamins for beautiful skin. Products with vitamins A, B, C, E, K - broccoli, sweet potatoes, orange, avocado, spinach, peppers, olive oil, dairy, beets, cucumber, beens. Flat lay, top view Five best vitamins for beautiful skin. Products with vitamins A, B, C, E, K - broccoli, sweet potatoes, orange, avocado, spinach, peppers, olive oil, dairy, beets, cucumber, beens. Flat lay, top view"
575,575,"Foods Items High in Healthy Omega-3 Fats. Table top still life of foods high in healthy fats such as Salmon, olive oil, nuts and avocados with vegetables and herbs."
576,576,People working at a food factory Group of people working at a food factory doing quality control on the production line
577,577,"Four people taking part in cooking class Group of people wearing aprons taking part in cooking class, preparing food, slicing vegetables, talking, laughing."
578,578,Woman eating salad Beautiful young african woman eating fresh salad with cherry tomatoes. Portrait of happy smiling woman in diet isolated on blue background. Cheerful brazilian girl with curly hair eating fresh vegetable while looking at camera with copy space.
579,579,"Flat-lay of friends feasting at Thanksgiving Day table with turkey Traditional Thanksgiving or Friendsgiving holiday celebration party. Flat-lay of friends or family feasting at Thanksgiving Day festive table with turkey, pumpkin pie, roasted seasonal vegetables and fruit, top view."
580,580,"Organic food frame. Banner. Healthy breakfast ingredients. Oat and corn flakes, eggs, nuts, fruits, berries, toast, milk, yogurt, orange, banana, peach on yellow background. Top view, copy space Organic food frame. Banner. Healthy breakfast ingredients. Oat and corn flakes, eggs, nuts, fruits, berries, toast, milk, yogurt, orange, banana, peach on yellow background. Top view, copy space"
581,581,Green diet and sport healthy lifestyle concept Green diet and sport healthy lifestyle concept with heart
582,582,"Delicious meal on a black plate, top view, copy space. Delicious meal on a black plate, top view, copy space."
583,583,She loves eat fresh fruit She loves eat fresh fruit
584,584,Woman is  holding a bagel fresh burger before eating. Woman is  holding a bagel fresh burger before eating. Top view shot. Gourmet conception.
585,585,"Doctor nutritionist writing on paperwork in office Paperwork. Doctor nutritionist writing on paperwork in office, filling patient health history, copy space"
586,586,"Woman in jeans and sweater eating healthy oatmeal porriage Healthy winter breakfast in bed. Woman in woolen sweater and shabby jeans eating vegan almond milk oatmeal porridge in bowl with berries, fruit and almonds. Clean eating, vegetarian food concept"
587,587,"Nutritionist desk with fruit and measuring tape Nutritionist desk with healthy fruit, juice and measuring tape. Dietitian working on diet plan. Weight loss and right nutrition concept"
588,588,"Woman in sweater eating fresh salad, avocado, beans and vegetables Healthy vegetarian dinner. Woman in grey jeans and sweater eating fresh salad, avocado half, grains, beans, roasted vegetables from Buddha bowl. Superfood, clean eating, dieting food concept"
589,589,"collage of plates of food, top view collage of various plates of food, top view"
590,590,Healthy food and fitness concept Healthy food and fitness concept: Top view of a bowl filled with fresh organic vegetables salad shot on white background. Dumbbell weights and a tape measure are around the salad bowl. High key DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM.
591,591,"Top view of a table filled with different types of food Top view of a white table filled with a large group of different types of food like carbohydrates, protein and dietary fiber. Food included in the composition are dairy products, sausages, minced meat, poultry, fish, bread, pasta, rice, beans, nuts, olive oil, fruits and vegetables. DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 70-200mm f/2.8L IS II USM Telephoto Zoom Lens"
